,Assay_name,Assay_type,Description,l1,l2,l3,l4,Source,Note
1703,T101411,BioChemical,Serine/threonine-protein kinase ULK1,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Chembl,enzyme  kinase  protein kinase  other  ulk
1704,T101412,BioChemical,Transient receptor potential cation channel subfamily A member 1,Ion channel,Voltage-gated ion channel,Transient receptor potential channel,,Chembl,ion channel  vgc  trp
1705,T101413,BioChemical,Carbonyl reductase [NADPH] 3,Enzyme,,,,Chembl,enzyme
1706,T101414,BioChemical,Diacylglycerol O-acyltransferase 1,Enzyme,,,,Chembl,enzyme
1707,T101415,BioChemical,Cyclin-dependent kinase 2-associated protein 2,Unclassified protein,,,,Chembl,unclassified
1708,T101421,BioChemical,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Enzyme,,,,Chembl,enzyme
1709,T101427,BioChemical,Hepatocyte growth factor-like protein,Unclassified protein,,,,Chembl,unclassified
1710,T101430,BioChemical,Proto-oncogene protein Wnt-3,Unclassified protein,,,,Chembl,unclassified
1711,T101433,BioChemical,Serine/threonine-protein kinase SIK1,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl  qik
1712,T101434,BioChemical,Receptor-interacting serine/threonine-protein kinase 4,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,Chembl,enzyme  kinase  protein kinase  tkl  ripk
1713,T101438,BioChemical,Ras-related C3 botulinum toxin substrate 3,Unclassified protein,,,,Chembl,unclassified
1714,T101439,BioChemical,Cell division control protein 42 homolog,Unclassified protein,,,,Chembl,unclassified
1715,T101440,BioChemical,Ubiquitin-conjugating enzyme E2 N,Enzyme,,,,Chembl,enzyme
1716,T101441,BioChemical,Actin-related protein 2,Unclassified protein,,,,Chembl,unclassified
1717,T101444,BioChemical,Calmodulin,Unclassified protein,,,,Chembl,unclassified
1718,T101445,BioChemical,Ras-related C3 botulinum toxin substrate 1,Unclassified protein,,,,Chembl,unclassified
1719,T101446,BioChemical,Disintegrin and metalloproteinase domain-containing protein 33,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m12b
1720,T101447,BioChemical,Group XIIA secretory phospholipase A2,Enzyme,,,,Chembl,enzyme
1721,T101448,BioChemical,Serine/threonine-protein kinase DCLK3,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  dcamkl
1722,T101460,BioChemical,Serine/threonine-protein kinase PFTAIRE-1,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  cdk  pftaire
1723,T101461,BioChemical,Chromosome-associated kinesin KIF4A,Unclassified protein,,,,Chembl,unclassified
1724,T101462,BioChemical,Tankyrase-1,Enzyme,,,,Chembl,enzyme
1725,T101464,BioChemical,Mitogen-activated protein kinase kinase kinase kinase 4,Enzyme,Kinase,Protein Kinase,STE protein kinase group,Chembl,enzyme  kinase  protein kinase  ste  ste20  msn
1726,T101465,BioChemical,Serine/threonine-protein kinase LATS1,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  ndr
1727,T101466,BioChemical,Protein BAT5,Enzyme,,,,Chembl,enzyme
1728,T101468,BioChemical,Cytochrome b5,Unclassified protein,,,,Chembl,unclassified
1729,T101471,BioChemical,Cytochrome c oxidase subunit 1,Transporter,Primary active transporter,Oxidoreduction-driven transporters,,Chembl,transporter  ntpase  oxidoreduction
1730,T101472,BioChemical,Cytochrome c oxidase subunit 2,Transporter,Primary active transporter,Oxidoreduction-driven transporters,,Chembl,transporter  ntpase  oxidoreduction
1731,T101473,BioChemical,Activin receptor type-2A,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,Chembl,enzyme  kinase  protein kinase  tkl  stkr  type2
1732,T101475,BioChemical,Aryl hydrocarbon receptor nuclear translocator,Unclassified protein,,,,Chembl,unclassified
1733,T101476,BioChemical,DNA-(apurinic or apyrimidinic site) lyase,Enzyme,,,,Chembl,enzyme
1734,T101477,BioChemical,Proteasome subunit beta type-8,Enzyme,Protease,Threonine protease,Threonine protease PBT clan,Chembl,enzyme  protease  threonine  pbt  t1a
1735,T101483,BioChemical,SHC-transforming protein 1,Unclassified protein,,,,Chembl,unclassified
1736,T101484,BioChemical,Leukocyte tyrosine kinase receptor,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  alk
1737,T101493,BioChemical,Disintegrin and metalloproteinase domain-containing protein 8,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,Chembl,enzyme  protease  metallo  mam  m12b
1738,T101494,BioChemical,Disks large homolog 4,Unclassified protein,,,,Chembl,unclassified
1739,T101495,BioChemical,Phosphatidylinositol-5-phosphate 4-kinase type-2 beta,Enzyme,Kinase,,,Chembl,enzyme  kinase
1740,T101496,BioChemical,Serine/threonine-protein kinase SRPK2,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  srpk
1741,T101499,BioChemical,Protein delta homolog 1,Unclassified protein,,,,Chembl,unclassified
1742,T101502,BioChemical,Egl nine homolog 1,Enzyme,,,,Chembl,enzyme
1743,T101503,BioChemical,NUAK family SNF1-like kinase 2,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl  nuak
1744,T101504,BioChemical,Serine/threonine-protein kinase SIK2,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl  qik
1745,T101505,BioChemical,Lysophosphatidic acid receptor 5,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Chembl,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  edg receptor
1746,T101506,BioChemical,Serine/threonine-protein kinase TAO3,Enzyme,Kinase,Protein Kinase,STE protein kinase group,Chembl,enzyme  kinase  protein kinase  ste  ste20  tao
1747,T101508,BioChemical,Tyrosine-protein kinase Srms,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Chembl,enzyme  kinase  protein kinase  tk  src  srm
1748,T101509,BioChemical,Elongation of very long chain fatty acids protein 6,Enzyme,,,,Chembl,enzyme
1749,T101510,BioChemical,Egl nine homolog 3,Enzyme,,,,Chembl,enzyme
1750,T101511,BioChemical,COP9 signalosome complex subunit 7b,Unclassified protein,,,,Chembl,unclassified
1751,T101512,BioChemical,Solute carrier family 28 member 3,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC28 and SLC29 families of nucleoside transporters,Chembl,transporter  electrochemical  slc  slc28 and slc29  slc28
1752,T101521,BioChemical,Complement factor B,Enzyme,Protease,Serine protease,Serine protease PA clan,Chembl,enzyme  protease  serine  pas  s1a
1753,T101524,BioChemical,Pro-epidermal growth factor,Unclassified protein,,,,Chembl,unclassified
1754,T101526,BioChemical,Glucagon,Unclassified protein,,,,Chembl,unclassified
1755,T101527,BioChemical,VIP peptides,Unclassified protein,,,,Chembl,unclassified
1756,T101532,BioChemical,Translocator protein,Membrane receptor,,,,Chembl,membrane receptor
1757,T101537,BioChemical,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Enzyme,,,,Chembl,enzyme
1758,T101538,BioChemical,Mitogen-activated protein kinase 4,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  mapk  erk3
1759,T101541,BioChemical,Sodium- and chloride-dependent taurine transporter,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC06 neurotransmitter transporter family,Chembl,transporter  electrochemical  slc  slc06
1760,T101552,BioChemical,Cyclin-dependent kinase-like 1,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  cdkl
1761,T101553,BioChemical,Serine/threonine-protein kinase PCTAIRE-2,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,Chembl,enzyme  kinase  protein kinase  cmgc  cdk  pctaire
1762,T101554,BioChemical,Elongation of very long chain fatty acids protein 3,Enzyme,,,,Chembl,enzyme
1763,T101555,BioChemical,Cytochrome P450 3A43,Enzyme,Oxidoreductase,,,Chembl,enzyme  reductase
1764,T101556,BioChemical,Gamma-parvin,Unclassified protein,,,,Chembl,unclassified
1765,T101557,BioChemical,Serine/threonine-protein kinase Sgk2,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  sgk
1766,T101567,BioChemical,Toll-like receptor 9,Membrane receptor,Toll-like and Il-1 receptors,,,Chembl,membrane receptor  toll-like and il-1
1767,T101568,BioChemical,Toll-like receptor 8,Membrane receptor,Toll-like and Il-1 receptors,,,Chembl,membrane receptor  toll-like and il-1
1768,T101569,BioChemical,Glycophorin-A,Unclassified protein,,,,Chembl,unclassified
1769,T101580,BioChemical,Angiogenin,Enzyme,,,,Chembl,enzyme
1770,T101584,BioChemical,G protein-coupled receptor kinase 4,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  grk  grk
1771,T101587,BioChemical,Kinesin-1 heavy chain,Unclassified protein,,,,Chembl,unclassified
1772,T101589,BioChemical,Catenin beta-1,Unclassified protein,,,,Chembl,unclassified
1773,T101591,BioChemical,Nuclear receptor ROR-alpha,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group F,Chembl,transcription factor  nuclear receptor  nr1  nr1f  nr1f1
1774,T101592,BioChemical,Heat shock factor protein 1,Unclassified protein,,,,Chembl,unclassified
1775,T101593,BioChemical,Centromere-associated protein E,Unclassified protein,,,,Chembl,unclassified
1776,T101594,BioChemical,Kinesin-like protein KIF23,Unclassified protein,,,,Chembl,unclassified
1777,T101598,BioChemical,Activin receptor type-1,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,Chembl,enzyme  kinase  protein kinase  tkl  stkr  stkr1
1778,T101600,BioChemical,Aldo-keto reductase family 1 member C1,Enzyme,,,,Chembl,enzyme
1779,T101602,BioChemical,Serine/threonine-protein kinase LATS2,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  ndr
1780,T101603,BioChemical,Protection of telomeres protein 1,Unclassified protein,,,,Chembl,unclassified
1781,T101604,BioChemical,Hypoxia-inducible factor 1-alpha inhibitor,Enzyme,,,,Chembl,enzyme
1782,T101605,BioChemical,Aurora kinase A-interacting protein,Unclassified protein,,,,Chembl,unclassified
1783,T101606,BioChemical,Elongation of very long chain fatty acids protein 2,Enzyme,,,,Chembl,enzyme
1784,T101607,BioChemical,Serine/threonine-protein kinase 32B,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  yank
1785,T101608,BioChemical,Toll-like receptor 7,Membrane receptor,Toll-like and Il-1 receptors,,,Chembl,membrane receptor  toll-like and il-1
1786,T101609,BioChemical,Elongation of very long chain fatty acids protein 5,Enzyme,,,,Chembl,enzyme
1787,T101610,BioChemical,Serine/threonine-protein kinase PLK2,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Chembl,enzyme  kinase  protein kinase  other  plk  plk2
1788,T101611,BioChemical,Endoplasmic reticulum aminopeptidase 1,Enzyme,Protease,Metallo protease,Metallo protease MAE clan,Chembl,enzyme  protease  metallo  mae  m1
1789,T101612,BioChemical,Serine/threonine-protein kinase MARK1,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl  mark
1790,T101613,BioChemical,Serine/threonine-protein kinase MST4,Enzyme,Kinase,Protein Kinase,STE protein kinase group,Chembl,enzyme  kinase  protein kinase  ste  ste20  ysk
1791,T101614,BioChemical,Phosphatidylcholine-sterol acyltransferase,Enzyme,,,,Chembl,enzyme
1792,T101621,BioChemical,Heat shock protein beta-1,Unclassified protein,,,,Chembl,unclassified
1793,T101622,BioChemical,Galectin-2,Unclassified protein,,,,Chembl,unclassified
1794,T101624,BioChemical,"Alkaline phosphatase, tissue-nonspecific isozyme",Enzyme,,,,Chembl,enzyme
1795,T102388,BioChemical,"Cytochrome P450, family 4, subfamily X, polypeptide 1, isoform CRA_c",Unclassified protein,,,,Chembl,unclassified
1796,T102390,BioChemical,Creatine kinase B-type,Enzyme,,,,Chembl,enzyme
1797,T102391,BioChemical,Testis-specific serine/threonine-protein kinase 2,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  tssk
1798,T102393,BioChemical,Transforming protein RhoA,Unclassified protein,,,,Chembl,unclassified
1799,T102394,BioChemical,Bile salt export pump,Transporter,Primary active transporter,ATP-binding cassette,ABCB subfamily,Chembl,transporter  ntpase  atp binding cassette  mdr
1800,T102399,BioChemical,PAS domain-containing serine/threonine-protein kinase,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,Chembl,enzyme  kinase  protein kinase  camk  camkl  pask
1801,T102400,BioChemical,Serine/threonine-protein kinase WNK3,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Chembl,enzyme  kinase  protein kinase  other  wnk
1802,T102403,BioChemical,DNA (cytosine-5)-methyltransferase 3B,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,PWWP domain,Chembl,epigenetic regulator  reader  methyl-lysine  pwwp
1803,T102403,BioChemical,DNA (cytosine-5)-methyltransferase 3B,Epigenetic regulator,Writer,DNA methyltransferase,,Chembl,epigenetic regulator  writer  dnmt
1804,T102405,BioChemical,Fatty acid desaturase 2,Enzyme,,,,Chembl,enzyme
1805,T102409,BioChemical,Signal transducer and activator of transcription 1-alpha/beta,Transcription factor,,,,Chembl,transcription factor
1806,T102411,BioChemical,Transcription factor Sp1,Transcription factor,,,,Chembl,transcription factor
1807,T102415,BioChemical,FML2_HUMAN,Unclassified protein,,,,Chembl,unclassified
1808,T102417,BioChemical,Deoxycytidylate deaminase,Enzyme,,,,Chembl,enzyme
1809,T102420,BioChemical,G protein-coupled receptor kinase 5,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  grk  grk
1810,T102421,BioChemical,Serine/threonine-protein kinase Nek3,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Chembl,enzyme  kinase  protein kinase  other  nek  nek1
1811,T102423,BioChemical,Bcl-2-related protein A1,Unclassified protein,,,,Chembl,unclassified
1812,T102430,BioChemical,UMP-CMP kinase,Enzyme,,,,Chembl,enzyme
1813,T102431,BioChemical,Uridine-cytidine kinase 1,Enzyme,,,,Chembl,enzyme
1814,T102437,BioChemical,Kinesin-like protein KIF3B,Unclassified protein,,,,Chembl,unclassified
1815,T102439,BioChemical,Lysine-specific histone demethylase 1,Epigenetic regulator,Eraser,Lysine demethylase,Lysine-specific demethylase,Chembl,epigenetic regulator  eraser  kdm  lsd
1816,T102441,BioChemical,Lysine-specific demethylase 4D,Epigenetic regulator,Eraser,Lysine demethylase,Jumonji domain-containing,Chembl,epigenetic regulator  eraser  kdm  jumonji
1817,T102445,BioChemical,Poly [ADP-ribose] polymerase 4,Enzyme,,,,Chembl,enzyme
1818,T102447,BioChemical,G protein-coupled receptor kinase 6,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  grk  grk
1819,T102452,BioChemical,Lysine-specific demethylase 4C,Epigenetic regulator,Eraser,Lysine demethylase,Jumonji domain-containing,Chembl,epigenetic regulator  eraser  kdm  jumonji
1820,T102452,BioChemical,Lysine-specific demethylase 4C,Epigenetic regulator,Reader,Plant homeodomain,,Chembl,epigenetic regulator  reader  phd
1821,T102452,BioChemical,Lysine-specific demethylase 4C,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,Tudor domain,Chembl,epigenetic regulator  reader  methyl-lysine  tudor
1822,T102454,BioChemical,NAD kinase,Enzyme,,,,Chembl,enzyme
1823,T102459,BioChemical,"NADP-dependent malic enzyme, mitochondrial",Enzyme,,,,Chembl,enzyme
1824,T102462,BioChemical,Prolyl 4-hydroxylase subunit alpha-2,Enzyme,,,,Chembl,enzyme
1825,T102463,BioChemical,"V-type proton ATPase subunit B, brain isoform",Enzyme,Hydrolase,,,Chembl,enzyme  hydrolase
1826,T102463,BioChemical,"V-type proton ATPase subunit B, brain isoform",Transporter,Primary active transporter,F-type and V-type ATPases,V-type ATPase,Chembl,transporter  ntpase  f-type and v-type  v-type atpase
1827,T102465,BioChemical,Serine/threonine-protein kinase Sgk3,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,Chembl,enzyme  kinase  protein kinase  agc  sgk
1828,T102473,BioChemical,Serine/threonine-protein kinase Nek11,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Chembl,enzyme  kinase  protein kinase  other  nek  nek11
1829,T102474,BioChemical,Serine/threonine-protein kinase WNK2,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Chembl,enzyme  kinase  protein kinase  other  wnk
1830,T102475,BioChemical,Activin receptor type-1C,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,Chembl,enzyme  kinase  protein kinase  tkl  stkr  stkr1
1831,T102621,BioChemical,5'-nucleotidase,Enzyme,,,,Chembl,enzyme
1832,T102622,BioChemical,Alpha-1-acid glycoprotein 2,Unclassified protein,,,,Chembl,unclassified
1833,T102626,BioChemical,Alpha-1-antichymotrypsin,Unclassified protein,,,,Chembl,unclassified
1834,T102631,BioChemical,Aldo-keto reductase family 1 member B10,Enzyme,,,,Chembl,enzyme
1835,T102632,BioChemical,Apolipoprotein A-I,Unclassified protein,,,,Chembl,unclassified
1836,T102633,BioChemical,ADP-ribosylation factor 1,Unclassified protein,,,,Chembl,unclassified
1837,T102634,BioChemical,ADP-ribosylation factor 5,Unclassified protein,,,,Chembl,unclassified
